Average Microplastic,Year,Average of Merge1.Production,MP_Change,Yield_change,Average of distance,Name_En
330.74053600000025,2012,34057.625,0,-0.04654806243082114,23.40773269424017,Whiteleg shrimp
41.34256700000003,2012,38,0,0,23.407732694240163,Yellowfin tuna
0.044000000000000004,2013,123.88960000000002,1.6590922825889893,-0.5044415999999999,42.5857774700302,Abalones nei
3.300999999999997,2013,45369.784810126584,0,0,4.534706414497955,American cupped oyster
0.06100000000000001,2013,0,0,0,13.065237995564138,Atlantic bluefin tuna
0.06100000000000001,2013,0,0,0,13.065237995564138,Atlantic cod
0.2570000000000001,2013,89379.64444444445,6.765758143470119,0.1175109644096029,20.406199199307355,Atlantic salmon
0.09600000000000002,2013,0,-0.9994194845230583,0,21.74583516333461,Barramundi(=Giant seaperch)
0.048,2013,0,-0.9994194845230583,0,21.745835163334615,Bear paw clam
0.024,2013,5,-0.9994194845230583,0,21.745835163334615,Black ark
0.024,2013,2596.2,-0.9994194845230583,0.014457643013441702,21.745835163334615,Blacklip pearl oyster
0.2390000000000001,2013,14475.598292682927,6.221852903849643,51.83065070322236,19.59279648942928,Blue mussel
0.12000000000000002,2013,31.68,-0.9994194845230583,0.12022630834512017,21.74583516333461,Blue shrimp
1.6369999999999996,2013,0,0,0,4.902376552194376,Brine shrimp
0.08100000000000003,2013,1075.5,3.8951471565842777,106.55,22.368202498191955,Butter clam
1.6199999999999997,2013,0,0,0,3.154767482266661,Caribbean spiny lobster
0.017,2013,227,0,0,24.7086126780418,Chilean flat oyster
0.017,2013,241841,0,0,24.7086126780418,Chilean mussel
0.017,2013,984,0,0,24.7086126780418,Chinook(=Spring=King) salmon
0.025,2013,2831.25,0,0,22.691130529283893,Cholga mussel
0.017,2013,550,0,0,24.7086126780418,Choro mussel
0.024,2013,370.488,-0.9994194845230583,0.1399630769230769,21.745835163334615,"Clams, etc. nei"
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Coarse seagrape
9.736999999999998,2013,185.60386473429952,0,0,3.46714205032137,Cobia
0.02,2013,0,0.20867831026772232,-1,56.479072341160595,Cockles nei
0.034,2013,133072,0,0,24.708612678041803,Coho(=Silver) salmon
0.024,2013,2421.46,-0.9994194845230583,-0.06507335907335907,21.745835163334615,Cortez oyster
0.052000000000000005,2013,989.8333333333334,-0.9987427196820512,21.01491714124468,38.261261905526865,Cupped oysters nei
0.025,2013,175,0,0,22.691130529283893,Elkhorn sea moss
0.048,2013,0.02,-0.9988389690461165,0,21.745835163334615,Elongate giant clam
4.859999999999995,2013,12.166666666666666,0,0,3.15476748226666,Eucheuma seaweeds nei
0.02,2013,4,0.20867831026772232,0,56.479072341160595,European flat oyster
1.6199999999999997,2013,0,0,0,3.154767482266661,European seabass
0.02,2013,0,0.20867831026772232,0,56.479072341160595,Flat oysters nei
0.017,2013,3.27,0,0,24.7086126780418,Flatfishes nei
1.6439999999999997,2013,7.555555555555555,-0.9602346898294922,0,4.187604575659325,Flathead grey mullet
4.859999999999995,2013,216.66666666666666,0,0,3.15476748226666,Florida pompano
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Fluted giant clam
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Gastropods nei
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Giant clam
0.024,2013,6,-0.9994194845230583,0.4285714285714285,21.745835163334615,Giant clams nei
1.6619999999999995,2013,912.439024390244,0,0,6.637864745081157,Gracilaria seaweeds
0.024,2013,2,-0.9994194845230583,0,21.745835163334615,Grand ark
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Indo-Pacific swamp crab
0.017,2013,23,0,0,24.7086126780418,Japanese abalone
0.04,2013,2633.5,0.20867831026772232,-0.22952018724400233,56.479072341160595,Japanese carpet shell
1.6199999999999997,2013,7,0,0,3.154767482266661,Lebranche mullet
0.024,2013,400,-0.9994194845230583,0,21.745835163334615,Longfin yellowtail
0.008,2013,0,0,0,16.63868408301018,Longrayed whiptail
4.859999999999995,2013,506.23333333333306,0,0,3.15476748226666,Mangrove cupped oyster
1.6199999999999997,2013,0,0,0,3.154767482266661,Marine crabs nei
1.6809999999999992,2013,42.904761904761905,0,0,9.388495709079594,Marine fishes nei
0.16200000000000006,2013,22,3.8951471565842777,0,22.36820249819195,Marine molluscs nei
0.017,2013,0,0,0,24.7086126780418,Masu(=Cherry) salmon
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Natantian decapods nei
0.048,2013,1.912,0,0,21.745835163334615,Nile tilapia
0.06100000000000001,2013,24149,0,0,13.065237995564138,Northern quahog(=Hard clam)
1.6199999999999997,2013,0,0,0,3.154767482266661,Northern white shrimp
0.02,2013,0,0.20867831026772232,0,56.479072341160595,Olympia oyster
0.024,2013,8.5,-0.9994194845230583,-0.17475728155339812,21.745835163334615,Orbicular batfish
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Pacific asaphis
0.024,2013,6228.42,-0.9994194845230583,2.4912668161434977,21.745835163334615,Pacific bluefin tuna
0.10400000000000002,2013,7792.921666666668,-0.9987427196820512,3.482157898996493,38.26126190552687,Pacific cupped oyster
0.02,2013,727,0.20867831026772232,0.36142322097378277,56.479072341160595,Pacific geoduck
0.02,2013,1,0.20867831026772232,0,56.479072341160595,Pacific horse clam
0.02,2013,39,0.20867831026772232,-0.04878048780487805,56.479072341160595,Pacific littleneck clam
0.024,2013,13.775,-0.9994194845230583,-0.040604541022426534,21.745835163334615,Pearl oyster shells nei
1.6279999999999997,2013,8.742857142857142,0,0,3.540022242287904,Penaeus shrimps nei
0.034,2013,36347.7,0,0,24.7086126780418,Peruvian calico scallop
1.6199999999999997,2013,0.5,0,0,3.154767482266661,Queen conch
0.042,2013,113049.57142857143,0,0,23.55576573589443,Rainbow trout
0.041,2013,690.4732,-0.9990082860602246,9.78864375,23.523501672158925,Red abalone
8.116999999999988,2013,415.6694566473989,0,0,3.528533583927499,Red drum
0.008,2013,8.9,0,0,16.63868408301018,River Plata mussel
0.024,2013,0,-0.9994194845230583,0,21.745835163334615,Rough turban
0.06100000000000001,2013,22362,0,0,13.065237995564138,Salmonids nei
0.06100000000000001,2013,644,0,0,13.065237995564138,Sand gaper
0.1990000000000001,2013,33.1764705882353,3.008783062387948,-0.748663101604278,25.584491911970055,Scallops nei
0.08500000000000002,2013,42.48384615384615,-0.9979440076858314,-0.8504089924160347,14.40071448291344,Sea mussels nei
0.048,2013,0,-0.9994194845230583,0,21.745835163334615,Smooth giant clam
0.008,2013,17250.491,0,0,16.63868408301018,South American rock mussel
1.6199999999999997,2013,0,0,0,3.154767482266661,Southern white shrimp
0.024,2013,180,-0.9994194845230583,0.8,21.745835163334615,Spotted rose snapper
1.6199999999999997,2013,0,0,0,3.154767482266661,Stromboid conchs nei
3.239999999999998,2013,0.8500000000000005,0,0,3.1547674822666614,Tilapias nei
1.6199999999999997,2013,0,0,0,3.154767482266661,Tropical spiny lobsters nei
0.017,2013,107,0,0,24.7086126780418,Turbot
19.674000000000035,2013,6883.88853364269,-0.9405153047221281,-0.7978752618938434,4.176261845775901,Whiteleg shrimp
1.6199999999999997,2013,5,0,0,3.154767482266661,Whitemouth croaker
0.024,2013,170.733,-0.9994194845230583,3.4929736842105266,21.745835163334615,Yellowfin tuna
6.8369999998999935,2014,8744.454278787876,154.38636363409074,69.58263388361796,22.445413773715252,Abalones nei
4.32,2014,4178.476000000001,0,0,19.035663236154182,Amberjacks nei
29.438999999999883,2014,46280.19225037258,7.918206604059348,0.020066382154027576,6.667299462927511,American cupped oyster
3.5249999999999995,2014,20072.573454545454,0,0,16.303754294246556,Aquatic invertebrates nei
0.8640000000000003,2014,0,0,0,19.035663236154175,Aquatic plants nei
0.069,2014,2369.0666666666666,0,0,9.018663782492911,Arctic char
0.8640000000000003,2014,37,0,0,19.035663236154175,Areolate grouper
16.494,2014,98.23270440251572,269.3934426229508,0,9.95582747751679,Atlantic bluefin tuna
0.4320000000000002,2014,226.13333333333333,6.081967213114757,0,10.491548249083767,Atlantic cod
0.08200000000000002,2014,3.896,0,0,6.095774093562228,Atlantic ditch shrimp
0.06900000000000002,2014,441,0,0,9.018663782492911,Atlantic halibut
2.676,2014,61682.47531380754,9.4124513618677,-0.30988229258231825,16.422402488112645,Atlantic salmon
0.023000000000000007,2014,0,0,0,9.01866378249291,Atlantic wolffish
0.002,2014,38,0,0,8.47094289464414,Australian mussel
0.023000000000000007,2014,0,0,0,9.01866378249291,Babberlocks
6.929999999999992,2014,2535.7863636363645,0,0,17.373456732950313,Banana prawn
0.023000000000000007,2014,0,0,0,9.01866378249291,Banded carpet shell
21.226999999599972,2014,1734.202036124794,220.11458332916632,0,18.697549862265063,Barramundi(=Giant seaperch)
1.7279999999999998,2014,22370,0,0,19.03566323615417,Bastard halibut
1.4754999998999998,2014,0.06023529411764709,29.739583331249996,0,20.32696835283653,Bear paw clam
0.63,2014,2,0,0,17.373456732950306,Bigeye trevally
0.023,2014,0.67,0,0,9.01866378249291,Big-scale sand smelt
0.8454999999,2014,5,34.2291666625,0,21.235741158955378,Black ark
15.658999999999999,2014,264,0,0,10.357178277529327,Blackchin tilapia
1.7279999999999998,2014,569.1049999999997,0,0,19.03566323615417,Blackhead seabream
0.8454999999,2014,1970.1799999999976,34.2291666625,-0.241129342885757,21.235741158955378,Blacklip pearl oyster
0.023,2014,172,0,0,9.01866378249291,Blackspot(=red) seabream
4.877999999999996,2014,55776.552307692284,0,0,17.757042849074292,Blood cockle
17.691,2014,2297.208961156278,73.02092050209201,-0.8413047312650654,11.714553956702021,Blue mussel
6.1174999995,2014,146.40727272727267,49.979166662499985,3.6214416896235058,20.633826702954554,Blue shrimp
3.3839999999999977,2014,15.920526315789482,0,0,17.635910391350922,Blue swimming crab
,2014,,-1,0,,Brine shrimp
0.63,2014,32.269999999999996,0,0,17.373456732950306,Broad geloina
3.5710000000000006,2014,62673.692307692305,0,0,15.182971138592148,Brown seaweeds
3.149999999999997,2014,31.37319999999999,0,0,17.37345673295031,Brown-marbled grouper
0.5175000000000001,2014,541.8478260869565,5.3888888888888875,-0.49618984092333196,26.22529156730367,Butter clam
0.023,2014,0.6,0,0,9.01866378249291,Caramote prawn
14.537999999999947,2014,8.35,7.974074074074044,0,6.601958759188916,Caribbean spiny lobster
0.63,2014,1199,0,0,17.373456732950306,Caulerpa seaweeds
,2014,,-1,-1,,Chilean flat oyster
,2014,,-1,-1,,Chilean mussel
0.006,2014,6504,-0.6470588235294118,5.609756097560975,8.47094289464414,Chinook(=Spring=King) salmon
0.067,2014,0,1.68,-1,16.46689545063526,Cholga mussel
,2014,,-1,-1,,Choro mussel
0.8640000000000003,2014,0,0,0,19.035663236154175,Chum(=Keta=Dog) salmon
33.37099999979989,2014,821.020626151013,1389.4583333249955,1.2160518725330185,7.509604472193859,"Clams, etc. nei"
0.8454999999,2014,0,34.2291666625,0,21.235741158955364,Coarse seagrape
77.63999999999962,2014,412.9647530251934,6.9737085344561605,1.224979278402265,6.784138135542441,Cobia
0.15450000000000003,2014,1,6.725000000000001,0,47.188404682740604,Cockles nei
0.8870000000000002,2014,8534.666666666666,25.088235294117652,-0.9358642940162718,15.696663418267084,Coho(=Silver) salmon
0.118,2014,0,0,0,3.903606826864218,Common carp
0.082,2014,0.13285714285714287,0,0,6.095774093562229,Common cuttlefish
0.17700000000000002,2014,40.11866666666666,0,0,3.903606826864218,Common dentex
0.7250000000000005,2014,126.80698461538469,0,0,6.500481896644942,Common edible cockle
0.059000000000000004,2014,15.299999999999999,0,0,3.9036068268642183,Common pandora
0.023,2014,0.27099999999999996,0,0,9.01866378249291,Common prawn
0.42300000000000026,2014,8.894939393939389,0,0,5.298622360217497,Common sole
0.8640000000000003,2014,751994,0,0,19.035663236154175,Constricted tagelus
0.8640000000000003,2014,67,0,0,19.035663236154175,Convict grouper
0.11499999999999999,2014,28.17600000000001,0,0,9.018663782492911,Corrugated venus
30.766999999799893,2014,7882.958105263158,1280.9583333249955,2.2554566688126827,7.330146974296909,Cortez oyster
0.63,2014,0,0,0,17.373456732950306,Crimson snapper
0.023,2014,1.431,0,0,9.01866378249291,"Croakers, drums nei"
0.63,2014,2.7999999999999994,0,0,17.373456732950306,Crocus giant clam
7.2989999998999995,2014,202400.26361445826,139.36538461346152,203.47913481844577,18.651074044941506,Cupped oysters nei
0.8640000000000003,2014,956,0,0,19.035663236154175,Dark green nori
3.4559999999999995,2014,46.875,0,0,19.03566323615417,Diphos sanguin
0.023000000000000007,2014,0,0,0,9.01866378249291,Donax clams
0.8640000000000003,2014,130,0,0,19.035663236154175,Dotted gizzard shad
3.2169999999999983,2014,289435.04680851055,127.67999999999994,1652.914553191489,17.23843696749914,Elkhorn sea moss
2.320999999799998,2014,0.5019999999999999,47.354166662499956,24.099999999999994,20.720769902154696,Elongate giant clam
0.6300000000000001,2014,0,0,0,17.373456732950302,Emperor red snapper
61.535999999999774,2014,35604.069466403176,11.661728395061695,2925.361873950946,6.8091179301484805,Eucheuma seaweeds nei
0.6330000000000005,2014,13.382867924528307,0,0,5.930327507396339,European eel
1.1109999999999998,2014,183.08761290322553,54.54999999999998,44.77190322580638,7.610827552528522,European flat oyster
0.082,2014,1.7142857142857142,0,0,6.095774093562229,European flounder
79.12500000000023,2014,3826.7543180956386,47.84259259259274,0,9.245120742818145,European seabass
0.046,2014,676,0,0,9.01866378249291,European whitefish
0.8640000000000003,2014,293,0,0,19.035663236154175,"Filefishes, leatherjackets nei"
0.023,2014,211.5,0,0,9.01866378249291,Finfishes nei
0.025,2014,954.8857142857142,0,0,8.940417941371656,Flat and cupped oysters nei
0.15450000000000003,2014,0,6.725000000000001,0,47.18840468274062,Flat oysters nei
0.9820000000000004,2014,0,56.76470588235296,-1,10.388773859417054,Flatfishes nei
21.453999999999937,2014,131.1073238587425,12.049878345498747,16.352439922480624,7.5211836806644445,Flathead grey mullet
0.6300000000000001,2014,0,0,0,17.373456732950302,Flathead lobster
1.7279999999999998,2014,23024,0,0,19.03566323615417,Fleshy prawn
29.075999999999894,2014,325,4.9827160493827005,0.5000000000000001,6.601958759188916,Florida pompano
2.320999999799998,2014,0.13500000000000004,95.70833332499991,0,20.720769902154696,Fluted giant clam
2.7539999999999982,2014,870.6873333333323,0,0,17.705898033591065,Fourfinger threadfin
0.8640000000000003,2014,5550,0,0,19.035663236154175,Fragile codium
2.519999999999999,2014,108585.5,0,0,17.3734567329503,Freshwater fishes nei
1.7279999999999998,2014,92113.5,0,0,19.03566323615417,Fusiform sargassum
31.317999999999998,2014,88.5,0,0,10.357178277529334,Gasar cupped oyster
15.442499999899947,2014,14.152843304843305,642.4374999958312,0,7.304114380584222,Gastropods nei
1.4754999998999994,2014,0,60.47916666249997,0,20.326968352836523,Giant clam
0.8454999999,2014,6,34.2291666625,0,21.235741158955378,Giant clams nei
2.519999999999998,2014,10.75,0,0,17.3734567329503,Giant grouper
26.266000000000016,2014,7633.71142091153,0,0,11.901683587105722,Giant tiger prawn
0.63,2014,0,0,0,17.373456732950306,Giant trevally
48.88500000000013,2014,3054.266819546249,0,0,9.799745931986237,Gilthead seabream
0.8640000000000003,2014,0,0,0,19.035663236154175,Globose clam
0.059000000000000004,2014,5,0,0,3.9036068268642183,Gobies nei
0.023,2014,0.8170000000000001,0,0,9.01866378249291,Golden carpet shell
0.63,2014,4.200000000000001,0,0,17.373456732950306,Golden trevally
0.8640000000000003,2014,5,0,0,19.035663236154175,Goldlined seabream
17.487999999999946,2014,44310.417375231074,9.522262334536673,47.56260658605918,7.428030225464223,Gracilaria seaweeds
0.8454999999,2014,2,34.2291666625,0,21.235741158955378,Grand ark
0.8640000000000003,2014,155.40000000000003,0,0,19.035663236154175,Greasyback shrimp
0.11500000000000002,2014,9.3244,0,0,9.018663782492911,Great Atlantic scallop
1.7279999999999998,2014,2.399999999999999,0,0,19.03566323615417,Great blue spotted mudskipper
0.059000000000000004,2014,0.04,0,0,3.9036068268642183,Great Mediterranean scallop
0.059000000000000004,2014,0,0,0,3.903606826864218,Greater amberjack
0.059000000000000004,2014,0.65,0,0,3.9036068268642183,Green crab
0.8640000000000003,2014,6055,0,0,19.035663236154175,Green laver
0.8640000000000003,2014,134507,0,0,19.035663236154175,Green mud crab
5.039999999999994,2014,32094.57999999998,0,0,17.373456732950324,Green mussel
0.023,2014,3.1200000000000006,0,0,9.01866378249291,Green seaweeds
0.059000000000000004,2014,0,0,0,3.903606826864218,Green tiger prawn
0.7970000000000006,2014,312.28334328358204,0,0,5.9648984358489185,Grooved carpet shell
0.023000000000000007,2014,0,0,0,9.01866378249291,Groundfishes nei
11.880000000000022,2014,8536.509841269839,0,0,17.769220186094095,Groupers nei
2.519999999999999,2014,170.5,0,0,17.3734567329503,"Groupers, seabasses nei"
0.023000000000000007,2014,0,0,0,9.01866378249291,Haddock
0.8640000000000003,2014,0,0,0,19.035663236154175,Horned turban
0.6300000000000001,2014,0,0,0,17.373456732950302,Horse mussels nei
2.519999999999998,2014,2,0,0,17.3734567329503,Humpback grouper
0.059000000000000004,2014,23.430000000000003,0,0,3.9036068268642183,Indian white prawn
1.2599999999999998,2014,0,0,0,17.373456732950306,Indonesian snakehead
10.944000000000006,2014,5705.597611940295,455.0000000000003,0,17.44788388981016,Indo-Pacific swamp crab
0.8640000000000003,2014,2921,0,0,19.035663236154175,Inflated ark
0.8640000000000003,2014,4,0,0,19.035663236154175,Jack and horse mackerels nei
3.3654999998999964,2014,35.17024137931039,0,0,19.104825613573276,"Jacks, crevalles nei"
0.023000000000000007,2014,0,0.35294117647058854,-1,9.01866378249291,Japanese abalone
0.8640000000000003,2014,134608,0,0,19.035663236154175,Japanese amberjack
6.053999999999995,2014,216830.8170660378,150.34999999999988,81.33560549308442,18.10428350420446,Japanese carpet shell
1.7280000000000002,2014,0,0,0,19.03566323615417,Japanese eel
4.32,2014,24027.536000000007,0,0,19.035663236154182,Japanese hard clam
0.864,2014,0,0,0,19.03566323615418,Japanese isinglass
0.8640000000000003,2014,836,0,0,19.035663236154175,Japanese jack mackerel
3.4559999999999995,2014,2424620.75,0,0,19.03566323615417,Japanese kelp
0.129,2014,162,0,0,12.5662158502226,Japanese meagre
2.5919999999999996,2014,64329.666666666664,0,0,19.035663236154175,Japanese sea cucumber
4.949999999999999,2014,18241.43684210527,0,0,18.68572502495339,Japanese seabass
0.8640000000000003,2014,4066,0,0,19.035663236154175,Japanese seabream
1.8899999999999997,2014,373.1199999999999,0,0,17.37345673295029,John's snapper
0.8640000000000003,2014,51463,0,0,19.035663236154175,Korean mussel
0.8640000000000003,2014,24598,0,0,19.035663236154175,Korean rockfish
6.141999999999989,2014,3919.2984444444414,0,0,13.818794513679133,Kuruma prawn
0.8640000000000003,2014,122254,0,0,19.035663236154175,Large yellow croaker
1.7279999999999998,2014,98.86999999999995,0,0,19.03566323615417,Largemouth black bass
3.4559999999999995,2014,168998,0,0,19.03566323615417,Laver (Nori)
14.537999999999945,2014,42.139,7.974074074074043,5.019857142857143,6.601958759188915,Lebranche mullet
0.8640000000000003,2014,56801,0,0,19.035663236154175,Lefteye flounders nei
0.8454999999,2014,400,34.2291666625,0,21.235741158955378,Longfin yellowtail
0.067,2014,0,7.375,0,16.46689545063526,Longrayed whiptail
0.023000000000000007,2014,0,0,0,9.01866378249291,Mackerels nei
2.519999999999998,2014,40.049999999999976,0,0,17.3734567329503,Malabar grouper
29.075999999999894,2014,554.8,4.9827160493827005,0.09593731480871848,6.601958759188916,Mangrove cupped oyster
2.753999999999998,2014,655.8160000000007,0,0,17.705898033591062,Mangrove red snapper
1.2599999999999998,2014,0,0,0,17.373456732950306,Marble goby
0.059000000000000004,2014,0,0,0,3.903606826864218,Marbled spinefoot
16.26599999999994,2014,136.5845427728613,9.040740740740707,0,6.8953795138075655,Marine crabs nei
0.9460000000000001,2014,3.5076923076923077,0,0,12.068030620912356,Marine crustaceans nei
37.62949999980014,2014,7295.996575980386,21.38518738834037,169.05097457889914,10.813213703475746,Marine fishes nei
4.621000000000001,2014,65270.67364356436,27.52469135802469,2965.8488019801985,18.289436780099685,Marine molluscs nei
,2014,,-1,0,,Masu(=Cherry) salmon
0.9180000000000007,2014,822.9968823529412,0,0,4.806263936681043,Meagre
1.2369999999999992,2014,5243.2765847953215,0,0,5.022436176676616,Mediterranean mussel
1.8899999999999997,2014,4109.333333333333,0,0,17.37345673295029,Metapenaeus shrimps nei
0.8640000000000003,2014,198,0,0,19.035663236154175,Mi-iuy (brown) croaker
19.04400000000005,2014,109350.86490566038,0,0,17.655718214626354,Milkfish
3.779999999999996,2014,12921.686666666663,0,0,17.373456732950316,Mozambique tilapia
2.519999999999998,2014,21.549999999999994,0,0,17.3734567329503,Mud spiny lobster
2.944999999999999,2014,12775.06058208956,0,0,9.367328177529865,Mullets nei
2.6324999999,2014,0.5571428571428573,108.68749999583332,0,18.956468006527324,Natantian decapods nei
0.002,2014,97438,0,0,8.47094289464414,New Zealand mussel
36.217999999800085,2014,955.0683336809182,753.5416666625017,498.5127268205639,11.212780073408727,Nile tilapia
0.8640000000000003,2014,1091165,0,0,19.035663236154175,Nori nei
0.38600000000000007,2014,23240.727272727272,5.327868852459017,-0.0376111941394148,11.027142600571366,Northern quahog(=Hard clam)
14.537999999999947,2014,0,7.974074074074044,0,6.601958759188916,Northern white shrimp
31.422999999999988,2014,0.0060893470790378,0,0,10.318409236552384,Octopuses nei
0.8640000000000003,2014,0,0,0,19.035663236154175,"Octopuses, etc. nei"
0.15450000000000003,2014,0,6.725000000000001,0,47.18840468274062,Olympia oyster
2.753999999999998,2014,134.74133333333327,0,0,17.705898033591062,Orange-spotted grouper
0.8454999999,2014,12.799999999999994,34.2291666625,0.5058823529411757,21.235741158955378,Orbicular batfish
0.8640000000000003,2014,99,0,0,19.035663236154175,Oriental cyclina
0.8454999999,2014,0,34.2291666625,0,21.235741158955364,Pacific asaphis
1.7094999999,2014,9491.0625,70.22916666249999,0.5238314853526256,20.823226548430167,Pacific bluefin tuna
0.8640000000000003,2014,172,0,0,19.035663236154175,Pacific chub mackerel
38.39399999979999,2014,3769.3896335664363,368.17307692115367,-0.5163059767828067,11.631909843839102,Pacific cupped oyster
0.15450000000000003,2014,613,6.725000000000001,-0.15680880330123798,47.188404682740604,Pacific geoduck
0.15450000000000003,2014,1,6.725000000000001,0,47.188404682740604,Pacific horse clam
0.15450000000000003,2014,24,6.725000000000001,-0.38461538461538464,47.188404682740604,Pacific littleneck clam
0.023,2014,152.6,0,0,9.01866378249291,Palaemonid shrimps nei
0.059000000000000004,2014,40.186,0,0,3.9036068268642183,Pargo breams nei
2.5734999998999997,2014,13.641842105263143,106.22916666249998,-0.009666634826632136,20.540979709649765,Pearl oyster shells nei
0.8640000000000003,2014,16838,0,0,19.035663236154175,Pen shells nei
20.62899999999994,2014,1365.874719072165,11.671375921375887,155.22750054746984,7.997801251683378,Penaeus shrimps nei
1.2599999999999998,2014,44393.78000000002,0,0,17.373456732950302,Penguin wing oyster
0.6300000000000001,2014,0,0,0,17.373456732950302,Percoids nei
0.258,2014,655,0,0,12.566215850222603,Perlemoen abalone
,2014,,-1,-1,,Peruvian calico scallop
0.059000000000000004,2014,75,0,0,3.9036068268642183,Pink dentex
0.059000000000000004,2014,12.335,0,0,3.9036068268642183,Pod razor shell
0.023000000000000007,2014,0,0,0,9.01866378249291,Pollack
0.8640000000000003,2014,110000,0,0,19.035663236154175,Pompano
7.0299999999999905,2014,6466.401071428571,0,0,16.873940891969937,"Porgies, seabreams nei"
1.4940000000000002,2014,48681.760000000046,0,0,18.08583094860911,Portunus swimcrabs nei
0.63,2014,0,0,0,17.373456732950306,Potato grouper
14.537999999999947,2014,0.5,7.974074074074044,0,6.601958759188916,Queen conch
0.046,2014,3.3879999999999995,0,0,9.01866378249291,Queen scallop
0.002,2014,86.85,0,0,8.47094289464414,Rainbow abalone
0.7170000000000005,2014,5277.101714285712,16.071428571428584,-0.9533204624519964,8.632906774531058,Rainbow trout
0.8454999999,2014,22,19.62195121707317,-0.9681377930381657,21.235741158955378,Red abalone
59.074999999999775,2014,642.7587675350701,6.277935197733135,0.5463218604495758,6.633927105447682,Red drum
0.8640000000000003,2014,5344,0,0,19.035663236154175,Red oyas
0.11800000000000002,2014,408.65000000000003,0,0,3.903606826864218,Red porgy
0.023,2014,0.39999999999999997,0,0,9.01866378249291,Red seaweeds
0.11800000000000002,2014,1.2699999999999998,0,0,3.903606826864218,Red swamp crawfish
0.8640000000000003,2014,1,0,0,19.035663236154175,Redtail prawn
0.8640000000000003,2014,9203,0,0,19.035663236154175,Righteye flounders nei
0.06699999999999999,2014,2.32,7.374999999999998,-0.7393258426966292,16.46689545063526,River Plata mussel
0.8454999999,2014,0,34.2291666625,0,21.235741158955364,Rough turban
0.8640000000000003,2014,27,0,0,19.035663236154175,Russell's snapper
0.059000000000000004,2014,0,0,0,3.903606826864218,Sabaki tilapia
0.36300000000000004,2014,6230,4.950819672131147,-0.7214023790358645,11.473471226811025,Salmonids nei
1.7279999999999998,2014,0,0,0,19.03566323615417,Salmonoids nei
0.36300000000000004,2014,964,4.950819672131147,0.4968944099378882,11.473471226811025,Sand gaper
1.2599999999999998,2014,81.54500000000002,0,0,17.373456732950302,Sandfish
0.023,2014,0.145,0,0,9.01866378249291,Sargo breams nei
2.4164999999999996,2014,126148.16,11.143216080402002,3801.3381560283683,25.650121300811733,Scallops nei
0.6300000000000001,2014,0,0,0,17.373456732950302,Scats
0.059000000000000004,2014,7.799999999999999,0,0,3.9036068268642183,Sciaenas nei
0.8640000000000003,2014,176,0,0,19.035663236154175,"Scorpionfishes, redfishes nei"
0.04600000000000001,2014,0.7999999999999999,0,0,9.01866378249291,Sea belt
0.63,2014,138,0,0,17.373456732950306,Sea cucumbers nei
0.129,2014,2000,0,0,12.5662158502226,Sea lettuces nei
5.379499999899997,2014,53782.40266396763,62.288235292941124,1264.9494733411418,12.314613974975153,Sea mussels nei
0.8640000000000003,2014,222540,0,0,19.035663236154175,Sea snails
0.8640000000000003,2014,15703,0,0,19.035663236154175,Sea squirts nei
0.27900000000000014,2014,50.37931034482759,0,0,7.607613587836711,Sea trout
1.7279999999999998,2014,3246.5,0,0,19.03566323615417,Sea urchins nei
0.082,2014,0.03642857142857143,0,0,6.095774093562229,Seabasses nei
0.8870000000000002,2014,13444.487666666666,0,0,15.696663418267084,Seaweeds nei
47.13800000000013,2014,32.97107183580388,0,0,10.335810885362264,Senegalese sole
0.23600000000000007,2014,138.29999999999998,0,0,3.903606826864219,Sharpsnout seabream
0.17700000000000007,2014,181.96666666666667,0,0,3.903606826864218,Shi drum
0.8640000000000003,2014,61702,0,0,19.035663236154175,Silver seabream
0.059000000000000004,2014,10,0,0,3.9036068268642183,Silversides(=Sand smelts) nei
0.63,2014,0.61,0,0,17.373456732950306,Sixfinger threadfin
0.63,2014,22355,0,0,17.373456732950306,Slipper cupped oyster
1.4754999998999998,2014,0.5882352941176471,29.739583331249996,0,20.32696835283653,Smooth giant clam
5.273999999999995,2014,65.60774193548386,0,0,17.534315426808757,Snappers nei
0.8640000000000003,2014,240.69999999999996,0,0,19.035663236154175,"Snappers, jobfishes nei"
4.013999999999997,2014,187.82260869565226,0,0,17.590266276846467,Snubnose pompano
0.8640000000000003,2014,0,0,0,19.035663236154175,Sockeye(=Red) salmon
0.059000000000000004,2014,900,0,0,3.9036068268642183,So-iuy mullet
0.046,2014,2.051,0,0,9.01866378249291,Solen razor clams nei
0.18700000000000006,2014,3.5294117647058822,0,0,6.611578156314702,Soles nei
14.604999999999947,2014,273.4758669314797,1824.6249999999934,-0.9841467777971376,6.739107829377842,South American rock mussel
14.537999999999947,2014,0,7.974074074074044,0,6.601958759188916,Southern white shrimp
3.7799999999999954,2014,69,0,0,17.37345673295032,Spinefeet(=Rabbitfishes) nei
